id_servicio;servicio;id_diagnostico;diagnostico
123;GUARDIA EMERGENCIA;K83;OTRAS ENFERMEDADES DE LAS VIAS BILIARES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;K83.0;COLANGITIS
935;GUARDIA AMBULATORIA MOVILES;K83.1;OBSTRUCCION DEL CONDUCTO BILIAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;K83.9;ENFERMEDAD DE LAS VIAS BILIARES NO ESPE.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;K85;PANCREATITIS AGUDA.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;K85.9;PANCREATITIS AGUDA, NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;K87;TRAS.VES.BIL,V.BIL.,PANC.E/ENF CLAS.O.P.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;K87.0;TRAST.DE LA VESIC.BILIAR Y DE LAS VIAS
123;GUARDIA EMERGENCIA;K90.0;ENFERMEDAD CELIACA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;K91.0;VOMITO POSTCIRUGIA GASTROINTESTINAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;K91.3;OBSTRUCCION INTEST.POSTOPERATORIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;K91.4;DISFUNCION DE COLOSTOMIA O ESNTEROSTOMIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;K92;OTRAS ENF.DEL SISTEMA DIGESTIVO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;K92.0;HEMATEMESIS
835;GUARDIA COVID19;K92.1;MELENA
935;GUARDIA AMBULATORIA MOVILES;K92.2;ENTERORRAGIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;K92.8;OTR.ENFERM.ESPEC.DEL SIST.DIGESTIVO
42;GUARDIA OBSTETRICA;K92.9;ENFERM.EL SISITEMA DIGESTIVO NO ESPECIF.
123;GUARDIA EMERGENCIA;K93;TRASTORNOS DE OTROS ORGANOS DIGESTIVOS EN ENF CLASIFICADAS EN OTRA PARTE
123;GUARDIA EMERGENCIA;K93.8;TRASTORNOS DE OTROS ORGANOS DIGESTIVOS ESPECIF EN ENF CLASIFICADAS EN OTRA PARTE
123;GUARDIA EMERGENCIA;L00;SINDROME ESTAFILOCOCICO DE LA PIEL ESCALDADA
135;GUARDIA PEDIATRIA;L01;IMPETIGO
135;GUARDIA PEDIATRIA;L01.0;IMPETIGO -CUALQUIER SIT.ANATOM.-ORGANISM
135;GUARDIA PEDIATRIA;L01.1;IMPETIGINIZACION DE OTRA DERMATOSIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L02;ABSCESO CUTANEO, FURUNCULO Y CARBUNCO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L02.0;ABSCESO CUTANEO FURUNCULO-CARBUNCO CARA
935;GUARDIA AMBULATORIA MOVILES;L02.1;ABSCESO CUTANEO FURUNC.CARBUNCO CUELLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L02.2;ABSCESO CUTANEO FURUNC.CARBUNCO TRONCO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L02.3;ABSCESO CUTANEO FURUNC.CARBUNCO MIEMBRO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L02.4;ABSCESO CUTANEO FURUNC.CARBUNC OTR.SITIO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L02.8;ABSCESO CUTANEO FURUNC.CARBUNCO OTR.SITO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L02.9;ABSCESO CUTANEO FURUNC.CARBUNCO NO ESPEC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L03;CELULITIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L03.0;CELULITIS DEDOS DE MANO Y PIE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L03.1;CELULITIS DE OTRAS PARTES DE LOS MIEMBRO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L03.2;CELULITIS DE LA CARA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L03.3;CELULITIS DEL TRONCO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L03.8;CELULITIS DE OTROS SITIOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L03.9;CELULITIS SITIO NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L04;LINFADENITIS AGUDA
135;GUARDIA PEDIATRIA;L04.0;LINFADENITIS AGUDA CARA CABEZA Y CUELLO
135;GUARDIA PEDIATRIA;L04.3;LIFADENITIS AGUDA MIEMBRO INFERIOR
135;GUARDIA PEDIATRIA;L04.8;LINFADENITIS AGUDA DE OTROS SITIOS
135;GUARDIA PEDIATRIA;L04.9;LINFADENITIS AGUDA SITIO NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L05;QUISTE PILONIDAL
123;GUARDIA EMERGENCIA;L05.0;QUISTE PILONIDAL CON ABSCESO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L08;OTRAS INF.DE PIEL Y TEJIDO SUBCUTANEO.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L08.0;PIODERMA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L08.8;OTR.INFEC.LOC.ESP.PIEL Y TEJ.SUBCUTANEO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L08.9;INFECCION LOCAL DE LA PIEL Y DEL TEJIDO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L13.8;OTROS TRASTORNOS FLICTENULARES ESPECIFIC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L20;DERMATITIS ATOPICA
135;GUARDIA PEDIATRIA;L20.0;PRURIGO DE BESNIER
135;GUARDIA PEDIATRIA;L20.8;OTRAS DERMATITIS ATOPICAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L20.9;DERMATITIS ATOPICA NO ESPECIFICADA
135;GUARDIA PEDIATRIA;L21;DERMATITIS SEBORREICA
135;GUARDIA PEDIATRIA;L21.1;DERMATITIS SEBORREICA INFANTIL
123;GUARDIA EMERGENCIA;L21.9;DERMATITIS SEBORREICA- NO ESPECIFICADA
135;GUARDIA PEDIATRIA;L22;DERMATITIS DEL PAÒAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L23;DERMATITIS ALERGICA DE CONTACTO.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L23.2;DERMATITIS ALERGICA CONTACTO COSMETICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L23.5;DERMATITIS ALERG.CONTAC.PRODUC.QUIMICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L23.8;DERMATITIS ALERGICA CONTAC.OTROS AGENTES
135;GUARDIA PEDIATRIA;L23.9;DERMATITIS ALERG.CONTAC.CAUSA NO ESPECIF
135;GUARDIA PEDIATRIA;L24;DERMATITIS DE CONTACTO POR IRRITANTES
123;GUARDIA EMERGENCIA;L24.3;DERMATITIS DE CONTACTO POR IRRITANTES- DEBIDA A COSMETICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L24.5;DERM.CTO.IRRITANTES OTROS PRODUC.QUIMIC.
135;GUARDIA PEDIATRIA;L25;DERMATITIS DE CONTACTO,FORMA NO ESPECIF.
135;GUARDIA PEDIATRIA;L25.8;DERM.CTO.FORMA NO ESP.DEBIDA A AGENTES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L25.9;DERMAT.CTO.FORMA Y CAUSA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L27.1;ERUPCION CUTANEA LOCAL.DEB.DROG.MEDICAME
135;GUARDIA PEDIATRIA;L28;LIQUEN SIMPLE CRONICO Y PRURIGO
135;GUARDIA PEDIATRIA;L28.1;PRURIGO NODULAR
135;GUARDIA PEDIATRIA;L28.2;OTROS PRURIGOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L29;PRURITO.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L29.0;PRURITO ANAL
42;GUARDIA OBSTETRICA;L29.2;PRURITO VULVAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L29.3;PRURITO ANOGENITAL NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L29.8;OTROS PRURITOS
135;GUARDIA PEDIATRIA;L29.9;PRURITO NO ESPECIFICADO
135;GUARDIA PEDIATRIA;L30;OTRAS DERMATITIS.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L30.1;DISHIDROSIS (PONFOLIX)
135;GUARDIA PEDIATRIA;L30.8;OTRAS DERMATITIS ESPECIFICADAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L30.9;DERMATITIS NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L40;PSORIASIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L40.9;PSORIASIS NO ESPECIFICADA
123;GUARDIA EMERGENCIA;L42;PITIRIASIS ROSADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L50;URTICARIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L50.0;URTICARIA ALERGICA
123;GUARDIA EMERGENCIA;L50.1;URTICARIA IDIOPATICA
123;GUARDIA EMERGENCIA;L50.3;URTICARIA DERMATOGRAFICA
135;GUARDIA PEDIATRIA;L50.8;OTRAS URTICARIAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L50.9;URTICARIA, NO ESPECIFICADA
135;GUARDIA PEDIATRIA;L51;ERITEMA MULTIFORME.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L52;ERITEMA NUDOSO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L53.9;AFECCION ERITEMATOSA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L54;ERITEMA E/ENF. CLASIFICADAS E/O/PARTE.
135;GUARDIA PEDIATRIA;L54.8;ERITEMA OTRAS ENF.CLASIFICADAS OTRA PART
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L55;QUEMADURA SOLAR.
123;GUARDIA EMERGENCIA;L55.0;QUEMADURA SOLAR DE PRIMER GRADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L55.1;QUEMADURA SOLAR SEGUNDO GRADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L55.9;QUEMADURA SOLAR NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L56.3;URTICARIA SOLAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L56.4;ERUPCION POLIMORFA A LA LUZ
123;GUARDIA EMERGENCIA;L58;RADIODERMATITIS
135;GUARDIA PEDIATRIA;L60;TRAST.DE LAS UÒAS
135;GUARDIA PEDIATRIA;L60.0;UÒA ENCARNADA
123;GUARDIA EMERGENCIA;L60.1;ONICOLISIS
135;GUARDIA PEDIATRIA;L60.2;ONICOGRIPOSIS
123;GUARDIA EMERGENCIA;L60.8;OTROS TRASTORNOS DE LAS U—AS
135;GUARDIA PEDIATRIA;L62;TRAST.DE LAS UÒAS E/ENF.CLAS. E/O/PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L63;ALOPECIA AREATA
135;GUARDIA PEDIATRIA;L63.9;ALOPECIA AREATA, NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L66.2;FOLICULITIS DECALVANTE
123;GUARDIA EMERGENCIA;L66.3;PERIFOLICULITIS CAPITIS ABSCEDENS
135;GUARDIA PEDIATRIA;L66.4;FOLICULITIS ULERITEMATOSA RETICULADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L70;ACNE
135;GUARDIA PEDIATRIA;L70.8;OTROS ACNES
123;GUARDIA EMERGENCIA;L70.9;ACNE- NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L71.9;ROSACEA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L72;QUISTE FOLICULAR DE PIEL Y TEJ SUBC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L72.0;QUISTE EPIDERMICO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L72.1;QUISTE TRICODERMICO
123;GUARDIA EMERGENCIA;L72.8;OTROS QUISTES FOLICULARES DE LA PIEL Y DEL TEJIDO SUBCUTANEO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L72.9;QUISTE FOLIC.PIEL TEJ.SUBCUTA.S/O/ESPEC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L73;OTROS TRASTORNOS FOLICULARES
123;GUARDIA EMERGENCIA;L73.1;SEUDOFOLICULITIS DE LA BARBA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L73.8;OTROS TRASTORNOS FOLICULARES ESPECIFICAD
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L73.9;TRASTORNO FOLICULAR NO ESPECIFICADO
135;GUARDIA PEDIATRIA;L74.3;MILIARIA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L84;CALLOS Y CALLOSIDADES.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L85.0;ICTIOSIS ADQUIRIDA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L89;ULCERA DE DECUBITO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L89.9;ULCERA DE DECUB.Y AREA DE PRES, NO ESP
123;GUARDIA EMERGENCIA;L91.0;CICATRIZ QUELOIDE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L92.3;GRANU.CUERP.EXT.PIEL TEJ.SUBCUTANEO
123;GUARDIA EMERGENCIA;L92.8;OTROS TRASTORNOS GRANULOMATOSOS DE LA PIEL Y DEL TEJIDO SUBCUTANEO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L92.9;TRAST.GRANULOMATOSON PIEL TEJ.SUBC.N.ESP
123;GUARDIA EMERGENCIA;L93;LUPUS ERITEMATOSO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L94;OTROS TRASTORNOS LOCAL.DEL TEJ CONJUNT.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L94.8;O.TRAST.LOCALI.ESPECIF.TEJIDO CONJUNTIVO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L95.9;VASCULITIS LIMIT.PIEL S/OTRA ESPECIFICAC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L97;ULCERA DE MIEMBRO INF. NO CLAS.E/O/PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L98;O.TRAS.PIEL,TEJ.SUBC.NO CLASIF.E/O/PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L98.0;GRANULOMA PIOGENO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L98.1;DERMATITIS FACTICIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L98.4;ULCERA CRONICA DE PIEL NO CLAS.EN O.PART
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L98.6;O.TRAST.INFILTRATIVOS DE PIEL Y TEJ.SUBC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L98.8;O.TRAST.ESPEC.DE PIEL Y TEJ.SUBCUTANEO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L98.9;TRASTORNO DE PIEL Y TEJ.SUBC.NO ESPECIFI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;L99;O.TRAST.PIEL Y TEJ.SUBC.E/ENF.CLAS.O/PAR
135;GUARDIA PEDIATRIA;L99.8;O.TRAST.DE PIEL Y TEJ.SUBC.ENF.CLA.O.PAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M00;ARTRITIS PIOGENA
123;GUARDIA EMERGENCIA;M00.9;ARTRITIS PIOGENA- NO ESPECIFICADA
123;GUARDIA EMERGENCIA;M02.8;OTRAS ARTROPATIAS REACTIVAS
123;GUARDIA EMERGENCIA;M02.9;ARTROPATIA REACTIVA- NO ESPECIFICADA
123;GUARDIA EMERGENCIA;M05;ARTRITIS REUMATOIDE SEROPOSITIVA
123;GUARDIA EMERGENCIA;M05.9;ARTRITIS REUMATOIDEA SEROPOSITIVA- SIN OTRA ESPECIFICACION
123;GUARDIA EMERGENCIA;M06;OTRAS ARTRITIS REUMATOIDES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M06.0;ARTRITIS REUMATOIDE SERONEGATIVA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M06.2;BURSITIS REUMATOIDE
123;GUARDIA EMERGENCIA;M06.4;POLIARTROPATIA INFLAMATORIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M06.9;ARTRITIS REUMATOIDE NO ESPECIFICADA
123;GUARDIA EMERGENCIA;M08.8;OTRAS ARTRITIS JUVENILES
123;GUARDIA EMERGENCIA;M08.9;ARTRITIS JUVENIL- NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M10;GOTA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M10.9;GOTA NO ESPECIFICADA
123;GUARDIA EMERGENCIA;M12;OTRAS ARTROPATIAS ESPECIFICAS
123;GUARDIA EMERGENCIA;M12.4;HIDRARTROSIS INTERMITENTE
123;GUARDIA EMERGENCIA;M13;OTRAS ARTRITIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M13.0;POLIARTRITIS NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M13.1;MONOARTRITIS, NO CLASIFICADA EN O. PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M13.9;ARTRITIS NO ESPECIFICADA
123;GUARDIA EMERGENCIA;M14.0;ARTROPAT GOTOSA POR DEFECTOS ENZIMAT Y A OTROS TRAST HEREDI CLASIF EN OTRA PARTE
123;GUARDIA EMERGENCIA;M15;POLIARTROSIS
123;GUARDIA EMERGENCIA;M15.9;POLIARTROSIS- NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M16;COXARTROSIS (ARTROSIS DE LA CADERA)
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M16.9;COXARTROSIS NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M17;GONARTROSIS (ARTROSIS DE LA RODILLA)
123;GUARDIA EMERGENCIA;M17.1;OTRAS GONARTROSIS PRIMARIAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M17.9;GONARTROSIS NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M18;ARTROSIS DE LA 1RA.ARTIC.CARPOMETARCAP.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M18.9;ARTR.DE LA 1RA.ART.CARPOMETACARP.S/O/ESP
135;GUARDIA PEDIATRIA;M19;OTRAS ARTROSIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M19.9;ARTROSIS NO ESPECIFICADA
123;GUARDIA EMERGENCIA;M20.0;DEFORMIDAD DE DEDO(S) DE LA MANO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M20.1;HALLUX VALGUS (ADQUIRIDO)
135;GUARDIA PEDIATRIA;M21.4;PIE PLANO ADQUIRIDO
123;GUARDIA EMERGENCIA;M21.6;OTRAS DEFORMIDADES ADQUIRIDAS DEL TOBILLO Y DEL PIE
135;GUARDIA PEDIATRIA;M22.0;LUXACION RECIDIVANTE DE LA ROTULA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M23;TRASTORNO INTERNO DE LA RODILLA
123;GUARDIA EMERGENCIA;M23.5;INESTABILIDAD CRONICA DE LA RODILLA
123;GUARDIA EMERGENCIA;M23.8;OTROS TRASTORNOS INTERNOS DE LA RODILLA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M23.9;TRASTORNO INTERNO DE RODILLA NO ESPECIF
123;GUARDIA EMERGENCIA;M24;OTROS TRASTORNOS ARTICULARES ESPECIFICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M24.4;LUXACION Y SUBLUX RECIDIVANTE DE LA ARTI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M24.5;CONTRACTURA ARTICULAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M24.9;DESARREGLO ARTICULAR NO ESPECIFICADO
135;GUARDIA PEDIATRIA;M25;OT.TRAST.ARTIC.NO CLASIF.EN OTRA PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M25.5;DOLOR EN ARTICULACION
123;GUARDIA EMERGENCIA;M25.9;TRASTORNO ARTICULAR- NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M32;LUPUS ERITEMATOSO SISTEMICO
135;GUARDIA PEDIATRIA;M41;ESCOLIOSIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M41.9;ESCOLIOSIS NO ESPECIFICADA
135;GUARDIA PEDIATRIA;M43.6;TORTICOLIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M45;ESPONDILITIS ANQUILOSANTE
135;GUARDIA PEDIATRIA;M46.1;SACROILIITIS NO CLASIFICICADA O.PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M46.9;ESPONDILOPATIA INFLAMATORIA NO ESPECIFIC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M50.2;OTROS DESPLAZAMIENTOS DE DISCO CERVICAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M50.3;OTRAS DEGENERACIONES DE DISCO CERVICAL
123;GUARDIA EMERGENCIA;M51.1;TRASTORNOS DE DISCO LUMBAR Y OTROS- CON RADICULOPATIA
123;GUARDIA EMERGENCIA;M53.0;SINDROME CERVICOCRANEAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M53.1;SINDROME CERVICOBRAQUIAL
135;GUARDIA PEDIATRIA;M53.3;TRASTORNO SACROCOCCIGEOS NO CLAS.O.PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M53.9;DORSOPATIA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M54;DOLOR LUMBAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M54.1;RADICULOPATIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M54.2;DOLOR CERVICAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M54.3;CIATICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M54.4;LUMBAGO CON CIATICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M54.5;LUMBAGO NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M54.6;DOLOR EN LA COLUMNA DORSAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M54.8;OTRAS DORSALGIAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M54.9;DORSALGIA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M60;MIOSITIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M60.0;MIOSITIS INFECCIOSA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M60.9;MIOSITIS NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M62;OTROS TRAST.DE LOS MUSCULOS
135;GUARDIA PEDIATRIA;M62.1;OTROS DESGARROS NO TRAUMAT. DEL MUSCULO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M62.4;CONTRACTURA MUSCULAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M62.6;DISTENSION MUSCULAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M62.9;TRASTORNO MUSCULAR NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M65;SINOVITIS Y TENOSINOVITIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M65.2;TENDINITIS CALCIFICADA
135;GUARDIA PEDIATRIA;M65.3;DEDO EN GATILLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M65.4;TENOSINOVITIS ESTILIODES RADIAL-QUERVAIN
135;GUARDIA PEDIATRIA;M65.8;OTRAS SINOVITIS Y TENOSINOVITIS
135;GUARDIA PEDIATRIA;M65.9;SINOVITIS Y TENOSINIVITIS NO ESPECIFICAD
123;GUARDIA EMERGENCIA;M66.2;RUPTURA ESPONTANEA DE TENDONES EXTENSORES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M66.3;RUPTURA ESPONTANEA DE TENDONES FLEXORES
123;GUARDIA EMERGENCIA;M67;OTROS TRASTORNOS DE LA SINOVIA Y DEL TENDON
123;GUARDIA EMERGENCIA;M67.1;OTRAS CONTRACTURAS DE TENDON (VAINA)
135;GUARDIA PEDIATRIA;M67.3;SINOVITIS TRANSITORIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M67.4;GANGLION
123;GUARDIA EMERGENCIA;M67.8;OTROS TRASTORNOS ESPECIFICADOS DE LA SINOVIA Y DEL TENDON
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M67.9;TRAST.SINOVIAL Y TENDINOSO NO ESPECIFICA
123;GUARDIA EMERGENCIA;M70.1;BURSITIS DE LA MANO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M70.2;BURSITIS DEL OLECRANON
123;GUARDIA EMERGENCIA;M70.3;OTRAS BURSITIS DEL CODO
123;GUARDIA EMERGENCIA;M70.5;OTRAS BURSITIS DE LA RODILLA
123;GUARDIA EMERGENCIA;M70.7;OTRAS BURSITIS DE LA CADERA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M71.1;OTRAS BURSITIS INFECCIOSAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M71.2;QUISTE SINOV.DEL HUECO POPLITEO-DE BAKER
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M71.9;BURSOPATIA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M72.1;NODULOS INTERFALANGICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M72.2;FIBROMATOSIS DE LA APONEUROSIS PLANTAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M72.5;FASCITIS NO CLASIFICADA EN OTRA PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M75;LESIONES DEL HOMBRO
123;GUARDIA EMERGENCIA;M75.1;SINDROME DEL MANGUITO ROTATORIO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M75.2;TENDINITIS DEL BICEPS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M75.3;TENDINITIS CALCIFICANTE DEL HOMBRO
123;GUARDIA EMERGENCIA;M75.4;SINDROME DE ABDUCCION DOLOROSA DEL HOMBRO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M75.5;BURSITIS DEL HOMBRO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M75.8;OTRAS LESIONES DEL HOMBRO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M75.9;LESION DEL HOMBRO NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M76.5;TENDINITIS  ROTULIANA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;M76.6;TENDINITIS AQUILIANA
